"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/16/2014","AQS","060731006","1","21","ppb","20","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/17/2014","AQS","060731006","1","9","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/18/2014","AQS","060731006","1","9","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/19/2014","AQS","060731006","1","6","ppb","6","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/20/2014","AQS","060731006","1","11","ppb","10","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/21/2014","AQS","060731006","1","15","ppb","14","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/22/2014","AQS","060731006","1","10","ppb","9","Alpine","21","88.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/23/2014","AQS","060731006","1","8","ppb","8","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/24/2014","AQS","060731006","1","11","ppb","10","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/25/2014","AQS","060731006","1","10","ppb","9","Alpine","20","83.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/26/2014","AQS","060731006","1","4","ppb","4","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/27/2014","AQS","060731006","1","5","ppb","5","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/28/2014","AQS","060731006","1","11","ppb","10","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/29/2014","AQS","060731006","1","3","ppb","3","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
"04/30/2014","AQS","060731006","1","3","ppb","3","Alpine","22","92.0000","42602","Nitrogen dioxide (NO2)","074","41740","San Diego-Carlsbad, CA","06","California","073","San Diego","32.8423180008601","-116.768293"
